,Alternates,BlockIDs,Condition,Correct,EndTime,HIT,Iteration,Number,OptionOrder,OptionResources,OptionTexts,PageID,PageResources,PageText,Permutation,Segment,SelectedID,SelectedPosition,SelectedText,StartTime,TrialNumber,UniqueID,Version,Violates,Wordbank,WorkerID,alternates,nasal_segment,segment,voice_segment,ReactionTime
10,,"[u'402', u'400']",both,[False],1425429289411,debug672C0D,1,"[u'singular', u'singular']","[u'321', u'320']","[[], []]","[u'pufsit', u'nimol']",323,[u'static/images/stim/fish.png'],Which word is represented by this picture?,0,,[u'321'],[0],[u'pufsit'],1425429287910,10,debugCW0X60:debugFVUTHZ,0,,"[u'common_words', u'common_words']",debugCW0X60,,,,,1501
11,,"[u'402', u'400']",,,1425429292370,debug672C0D,1,,,,,322,[u'static/images/stim/fish.png'],nimol means:,0,,,,,1425429289413,11,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,2957
12,,"[u'402', u'400']",voice,[True],1425429294249,debug672C0D,1,"[u'singular', u'singular']","[u'56', u'57']","[[], []]","[u'nemab', u'nemapfa']",59,[u'static/images/stim/elephant.png'],Which word is represented by this picture?,0,,[u'56'],[0],[u'nemab'],1425429292374,12,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1875
13,,"[u'402', u'400']",,,1425429294890,debug672C0D,1,,,,,58,[u'static/images/stim/elephant.png'],nemab means: ,0,,,,,1425429294250,13,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,640
14,,"[u'402', u'400']",voice,[True],1425429296274,debug672C0D,1,"[u'plural', u'plural']","[u'129', u'128']","[[], []]","[u'tamdid', u'tamditfa']",131,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,0,,[u'128'],[1],[u'tamditfa'],1425429294894,14,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1380
15,,"[u'402', u'400']",,,1425429297026,debug672C0D,1,,,,,130,[u'static/images/stim/tomato-pl.png'],tamditfa means: ,0,,,,,1425429296276,15,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,750
16,,"[u'402', u'400']",voice,[True],1425429299041,debug672C0D,1,"[u'plural', u'plural']","[u'92', u'93']","[[], []]","[u'sangotfa', u'tamditfa']",95,[u'static/images/stim/apple-pl.png'],Which word is represented by this picture?,0,,[u'92'],[0],[u'sangotfa'],1425429297030,16,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,2011
17,,"[u'402', u'400']",,,1425429299914,debug672C0D,1,,,,,94,[u'static/images/stim/apple-pl.png'],sangotfa means:,0,,,,,1425429299042,17,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,872
18,,"[u'402', u'400']",nasal,[True],1425429301706,debug672C0D,1,"[u'singular', u'singular']","[u'165', u'164']","[[], []]","[u'mepfing', u'nangung']",167,[u'static/images/stim/umbrella.png'],Which word is represented by this picture?,0,,[u'164'],[1],[u'nangung'],1425429299920,18,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,1786
19,,"[u'402', u'400']",,,1425429304625,debug672C0D,1,,,,,166,[u'static/images/stim/umbrella.png'],nangung means:,0,,,,,1425429301708,19,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,2917
20,,"[u'402', u'400']",voice,[True],1425429307419,debug672C0D,1,"[u'plural', u'plural']","[u'137', u'136']","[[], []]","[u'nemab', u'nemapfa']",139,[u'static/images/stim/elephant-pl.png'],Which word is represented by this picture?,0,,[u'136'],[1],[u'nemapfa'],1425429304628,20,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,2791
21,,"[u'402', u'400']",,,1425429308090,debug672C0D,1,,,,,138,[u'static/images/stim/elephant-pl.png'],nemapfa means: ,0,,,,,1425429307421,21,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,669
22,,"[u'402', u'400']",voice,[True],1425429310145,debug672C0D,1,"[u'plural', u'plural']","[u'132', u'133']","[[], []]","[u'sangotfa', u'sangod']",135,[u'static/images/stim/apple-pl.png'],Which word is represented by this picture?,0,,[u'132'],[0],[u'sangotfa'],1425429308094,22,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,2051
23,,"[u'402', u'400']",,,1425429310578,debug672C0D,1,,,,,134,[u'static/images/stim/apple-pl.png'],sangotfa means: ,0,,,,,1425429310146,23,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,432
24,,"[u'402', u'400']",voice,[True],1425429312890,debug672C0D,1,"[u'plural', u'plural']","[u'120', u'121']","[[], []]","[u'bupfutfa', u'bupfud']",123,[u'static/images/stim/octopus-pl.png'],Which word is represented by this picture?,0,,[u'120'],[0],[u'bupfutfa'],1425429310582,24,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,2308
25,,"[u'402', u'400']",,,1425429314641,debug672C0D,1,,,,,122,[u'static/images/stim/octopus-pl.png'],bupfutfa means: ,0,,,,,1425429312892,25,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,1749
26,,"[u'402', u'400']",voice,[True],1425429316400,debug672C0D,1,"[u'singular', u'singular']","[u'45', u'44']","[[], []]","[u'fetapfa', u'fetab']",47,[u'static/images/stim/mushroom.png'],Which word is represented by this picture?,0,,[u'44'],[1],[u'fetab'],1425429314644,26,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1756
27,,"[u'402', u'400']",,,1425429316914,debug672C0D,1,,,,,46,[u'static/images/stim/mushroom.png'],fetab means: ,0,,,,,1425429316402,27,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,512
28,,"[u'402', u'400']",voice,[True],1425429318081,debug672C0D,1,"[u'singular', u'singular']","[u'0', u'1']","[[], []]","[u'bupfud', u'sangod']",3,[u'static/images/stim/octopus.png'],Which word is represented by this picture?,0,,[u'0'],[0],[u'bupfud'],1425429316917,28,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1164
29,,"[u'402', u'400']",,,1425429318666,debug672C0D,1,,,,,2,[u'static/images/stim/octopus.png'],bupfud means:,0,,,,,1425429318083,29,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,583
30,,"[u'402', u'400']",both,[False],1425429320249,debug672C0D,1,"[u'singular', u'singular']","[u'324', u'325']","[[], []]","[u'labap', u'pufsit']",327,[u'static/images/stim/turkey.png'],Which word is represented by this picture?,0,,[u'325'],[1],[u'pufsit'],1425429318670,30,debugCW0X60:debugFVUTHZ,0,,"[u'common_words', u'common_words']",debugCW0X60,,,,,1579
31,,"[u'402', u'400']",,,1425429321497,debug672C0D,1,,,,,326,[u'static/images/stim/turkey.png'],labap means:,0,,,,,1425429320251,31,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,1246
32,,"[u'402', u'400']",nasal,[False],1425429322953,debug672C0D,1,"[u'singular', u'singular']","[u'161', u'160']","[[], []]","[u'nangung', u'tinen']",163,[u'static/images/stim/cherry.png'],Which word is represented by this picture?,0,,[u'161'],[0],[u'nangung'],1425429321501,32,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,1452
33,,"[u'402', u'400']",,,1425429323657,debug672C0D,1,,,,,162,[u'static/images/stim/cherry.png'],tinen means:,0,,,,,1425429322955,33,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,702
34,,"[u'402', u'400']",voice,[False],1425429326113,debug672C0D,1,"[u'singular', u'singular']","[u'8', u'9']","[[], []]","[u'tamdid', u'fetab']",11,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'9'],[1],[u'fetab'],1425429323662,34,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,2451
35,,"[u'402', u'400']",,,1425429327121,debug672C0D,1,,,,,10,[u'static/images/stim/tomato.png'],tamdid means:,0,,,,,1425429326115,35,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,1006
36,,"[u'402', u'400']",voice,[True],1425429328401,debug672C0D,1,"[u'singular', u'singular']","[u'5', u'4']","[[], []]","[u'poneb', u'fetab']",7,[u'static/images/stim/mushroom.png'],Which word is represented by this picture?,0,,[u'4'],[1],[u'fetab'],1425429327124,36,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1277
37,,"[u'402', u'400']",,,1425429329064,debug672C0D,1,,,,,6,[u'static/images/stim/mushroom.png'],fetab means:,0,,,,,1425429328403,37,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,661
38,,"[u'402', u'400']",voice,[True],1425429330065,debug672C0D,1,"[u'singular', u'singular']","[u'16', u'17']","[[], []]","[u'nemab', u'dungib']",19,[u'static/images/stim/elephant.png'],Which word is represented by this picture?,0,,[u'16'],[0],[u'nemab'],1425429329069,38,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,996
39,,"[u'402', u'400']",,,1425429330545,debug672C0D,1,,,,,18,[u'static/images/stim/elephant.png'],nemab means:,0,,,,,1425429330067,39,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,478
40,,"[u'402', u'400']",voice,[True],1425429331713,debug672C0D,1,"[u'singular', u'singular']","[u'48', u'49']","[[], []]","[u'tamdid', u'tamditfa']",51,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'48'],[0],[u'tamdid'],1425429330548,40,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1165
41,,"[u'402', u'400']",,,1425429332145,debug672C0D,1,,,,,50,[u'static/images/stim/tomato.png'],tamdid means: ,0,,,,,1425429331715,41,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,430
42,,"[u'402', u'400']",nasal,[False],1425429333369,debug672C0D,1,"[u'singular', u'singular']","[u'169', u'168']","[[], []]","[u'nangung', u'mepfing']",171,[u'static/images/stim/baby.png'],Which word is represented by this picture?,0,,[u'169'],[0],[u'nangung'],1425429332148,42,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,1221
43,,"[u'402', u'400']",,,1425429334449,debug672C0D,1,,,,,170,[u'static/images/stim/baby.png'],mepfing means:,0,,,,,1425429333371,43,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,1078
44,,"[u'402', u'400']",voice,[False],1425429335625,debug672C0D,1,"[u'singular', u'singular']","[u'13', u'12']","[[], []]","[u'poneb', u'sangod']",15,[u'static/images/stim/apple.png'],Which word is represented by this picture?,0,,[u'13'],[0],[u'poneb'],1425429334453,44,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1172
45,,"[u'402', u'400']",,,1425429336345,debug672C0D,1,,,,,14,[u'static/images/stim/apple.png'],sangod means:,0,,,,,1425429335627,45,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,718
46,,"[u'402', u'400']",nasal,[True],1425429337625,debug672C0D,1,"[u'singular', u'singular']","[u'173', u'172']","[[], []]","[u'nangung', u'fangun']",175,[u'static/images/stim/snake.png'],Which word is represented by this picture?,0,,[u'172'],[1],[u'fangun'],1425429336349,46,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,1276
47,,"[u'402', u'400']",,,1425429338761,debug672C0D,1,,,,,174,[u'static/images/stim/snake.png'],fangun means:,0,,,,,1425429337627,47,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,1134
48,,"[u'402', u'400']",voice,[True],1425429340081,debug672C0D,1,"[u'singular', u'singular']","[u'41', u'40']","[[], []]","[u'bupfutfa', u'bupfud']",43,[u'static/images/stim/octopus.png'],Which word is represented by this picture?,0,,[u'40'],[1],[u'bupfud'],1425429338764,48,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1317
49,,"[u'402', u'400']",,,1425429340561,debug672C0D,1,,,,,42,[u'static/images/stim/octopus.png'],bupfud means: ,0,,,,,1425429340083,49,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,478
50,,"[u'402', u'400']",voice,[True],1425429341929,debug672C0D,1,"[u'plural', u'plural']","[u'80', u'81']","[[], []]","[u'bupfutfa', u'ponepfa']",83,[u'static/images/stim/octopus-pl.png'],Which word is represented by this picture?,0,,[u'80'],[0],[u'bupfutfa'],1425429340564,50,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1365
51,,"[u'402', u'400']",,,1425429342425,debug672C0D,1,,,,,82,[u'static/images/stim/octopus-pl.png'],bupfutfa means:,0,,,,,1425429341931,51,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,494
52,,"[u'402', u'400']",voice,[True],1425429344440,debug672C0D,1,"[u'plural', u'plural']","[u'125', u'124']","[[], []]","[u'fetab', u'fetapfa']",127,[u'static/images/stim/mushroom-pl.png'],Which word is represented by this picture?,0,,[u'124'],[1],[u'fetapfa'],1425429342428,52,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,2012
53,,"[u'402', u'400']",,,1425429344961,debug672C0D,1,,,,,126,[u'static/images/stim/mushroom-pl.png'],fetapfa means: ,0,,,,,1425429344442,53,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,519
54,,"[u'402', u'400']",voice,[True],1425429346855,debug672C0D,1,"[u'plural', u'plural']","[u'88', u'89']","[[], []]","[u'tamditfa', u'nemapfa']",91,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,0,,[u'88'],[0],[u'tamditfa'],1425429344964,54,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1891
55,,"[u'402', u'400']",,,1425429347417,debug672C0D,1,,,,,90,[u'static/images/stim/tomato-pl.png'],tamditfa means:,0,,,,,1425429346856,55,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,561
56,,"[u'402', u'400']",nasal,[True],1425429349392,debug672C0D,2,"[u'singular', u'singular']","[u'160', u'161']","[[], []]","[u'tinen', u'nangung']",163,[u'static/images/stim/cherry.png'],Which word is represented by this picture?,0,,[u'160'],[0],[u'tinen'],1425429347423,56,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,1969
57,,"[u'402', u'400']",,,1425429349929,debug672C0D,2,,,,,162,[u'static/images/stim/cherry.png'],tinen means:,0,,,,,1425429349393,57,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,536
58,,"[u'402', u'400']",voice,[True],1425429351591,debug672C0D,2,"[u'plural', u'plural']","[u'97', u'96']","[[], []]","[u'dungipfa', u'nemapfa']",99,[u'static/images/stim/elephant-pl.png'],Which word is represented by this picture?,0,,[u'96'],[1],[u'nemapfa'],1425429349932,58,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1659
59,,"[u'402', u'400']",,,1425429351952,debug672C0D,2,,,,,98,[u'static/images/stim/elephant-pl.png'],nemapfa means:,0,,,,,1425429351592,59,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,360
60,,"[u'402', u'400']",nasal,[True],1425429354577,debug672C0D,2,"[u'singular', u'singular']","[u'164', u'165']","[[], []]","[u'nangung', u'mepfing']",167,[u'static/images/stim/umbrella.png'],Which word is represented by this picture?,0,,[u'164'],[0],[u'nangung'],1425429351956,60,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,2621
61,,"[u'402', u'400']",,,1425429355216,debug672C0D,2,,,,,166,[u'static/images/stim/umbrella.png'],nangung means:,0,,,,,1425429354579,61,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,637
62,,"[u'402', u'400']",voice,[True],1425429365380,debug672C0D,2,"[u'singular', u'singular']","[u'5', u'4']","[[], []]","[u'poneb', u'fetab']",7,[u'static/images/stim/mushroom.png'],Which word is represented by this picture?,0,,[u'4'],[1],[u'fetab'],1425429355222,62,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,10158
63,,"[u'402', u'400']",,,1425429365786,debug672C0D,2,,,,,6,[u'static/images/stim/mushroom.png'],fetab means:,0,,,,,1425429365382,63,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,404
64,,"[u'402', u'400']",nasal,[True],1425429368451,debug672C0D,2,"[u'singular', u'singular']","[u'168', u'169']","[[], []]","[u'mepfing', u'nangung']",171,[u'static/images/stim/baby.png'],Which word is represented by this picture?,0,,[u'168'],[0],[u'mepfing'],1425429365788,64,debugCW0X60:debugFVUTHZ,0,,"[u'words2', u'words2']",debugCW0X60,,,,,2663
65,,"[u'402', u'400']",,,1425429368891,debug672C0D,2,,,,,170,[u'static/images/stim/baby.png'],mepfing means:,0,,,,,1425429368453,65,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,438
66,,"[u'402', u'400']",voice,[True],1425429369955,debug672C0D,2,"[u'singular', u'singular']","[u'57', u'56']","[[], []]","[u'nemapfa', u'nemab']",59,[u'static/images/stim/elephant.png'],Which word is represented by this picture?,0,,[u'56'],[1],[u'nemab'],1425429368895,66,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1060
67,,"[u'402', u'400']",,,1425429370284,debug672C0D,2,,,,,58,[u'static/images/stim/elephant.png'],nemab means: ,0,,,,,1425429369957,67,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,327
68,,"[u'402', u'400']",voice,[True],1425429371459,debug672C0D,2,"[u'singular', u'singular']","[u'41', u'40']","[[], []]","[u'bupfutfa', u'bupfud']",43,[u'static/images/stim/octopus.png'],Which word is represented by this picture?,0,,[u'40'],[1],[u'bupfud'],1425429370286,68,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1173
69,,"[u'402', u'400']",,,1425429371931,debug672C0D,2,,,,,42,[u'static/images/stim/octopus.png'],bupfud means: ,0,,,,,1425429371461,69,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,470
70,,"[u'402', u'400']",voice,[True],1425429372930,debug672C0D,2,"[u'singular', u'singular']","[u'16', u'17']","[[], []]","[u'nemab', u'dungib']",19,[u'static/images/stim/elephant.png'],Which word is represented by this picture?,0,,[u'16'],[0],[u'nemab'],1425429371934,70,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,996
71,,"[u'402', u'400']",,,1425429373259,debug672C0D,2,,,,,18,[u'static/images/stim/elephant.png'],nemab means:,0,,,,,1425429372931,71,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,328
72,,"[u'402', u'400']",voice,[True],1425429374634,debug672C0D,2,"[u'plural', u'plural']","[u'84', u'85']","[[], []]","[u'fetapfa', u'nemapfa']",87,[u'static/images/stim/mushroom-pl.png'],Which word is represented by this picture?,0,,[u'84'],[0],[u'fetapfa'],1425429373261,72,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1373
73,,"[u'402', u'400']",,,1425429374939,debug672C0D,2,,,,,86,[u'static/images/stim/mushroom-pl.png'],fetapfa means:,0,,,,,1425429374635,73,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,304
74,,"[u'402', u'400']",voice,[True],1425429376083,debug672C0D,2,"[u'plural', u'plural']","[u'128', u'129']","[[], []]","[u'tamditfa', u'tamdid']",131,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,0,,[u'128'],[0],[u'tamditfa'],1425429374942,74,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1141
75,,"[u'402', u'400']",,,1425429376363,debug672C0D,2,,,,,130,[u'static/images/stim/tomato-pl.png'],tamditfa means: ,0,,,,,1425429376085,75,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,278
76,,"[u'402', u'400']",voice,[True],1425429377707,debug672C0D,2,"[u'plural', u'plural']","[u'136', u'137']","[[], []]","[u'nemapfa', u'nemab']",139,[u'static/images/stim/elephant-pl.png'],Which word is represented by this picture?,0,,[u'136'],[0],[u'nemapfa'],1425429376365,76,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1342
77,,"[u'402', u'400']",,,1425429378027,debug672C0D,2,,,,,138,[u'static/images/stim/elephant-pl.png'],nemapfa means: ,0,,,,,1425429377709,77,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,318
78,,"[u'402', u'400']",voice,[True],1425429379187,debug672C0D,2,"[u'singular', u'singular']","[u'48', u'49']","[[], []]","[u'tamdid', u'tamditfa']",51,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'48'],[0],[u'tamdid'],1425429378029,78,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1158
79,,"[u'402', u'400']",,,1425429379468,debug672C0D,2,,,,,50,[u'static/images/stim/tomato.png'],tamdid means: ,0,,,,,1425429379188,79,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,280
80,,"[u'402', u'400']",voice,[True],1425429381339,debug672C0D,2,"[u'singular', u'singular']","[u'9', u'8']","[[], []]","[u'fetab', u'tamdid']",11,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'8'],[1],[u'tamdid'],1425429379471,80,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1868
81,,"[u'402', u'400']",,,1425429381650,debug672C0D,2,,,,,10,[u'static/images/stim/tomato.png'],tamdid means:,0,,,,,1425429381341,81,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,309
82,,"[u'402', u'400']",voice,[True],1425429383147,debug672C0D,2,"[u'plural', u'plural']","[u'132', u'133']","[[], []]","[u'sangotfa', u'sangod']",135,[u'static/images/stim/apple-pl.png'],Which word is represented by this picture?,0,,[u'132'],[0],[u'sangotfa'],1425429381652,82,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1495
83,,"[u'402', u'400']",,,1425429383443,debug672C0D,2,,,,,134,[u'static/images/stim/apple-pl.png'],sangotfa means: ,0,,,,,1425429383149,83,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,294
84,,"[u'402', u'400']",voice,[True],1425429384707,debug672C0D,2,"[u'plural', u'plural']","[u'93', u'92']","[[], []]","[u'tamditfa', u'sangotfa']",95,[u'static/images/stim/apple-pl.png'],Which word is represented by this picture?,0,,[u'92'],[1],[u'sangotfa'],1425429383446,84,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1261
85,,"[u'402', u'400']",,,1425429385035,debug672C0D,2,,,,,94,[u'static/images/stim/apple-pl.png'],sangotfa means:,0,,,,,1425429384709,85,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,326
86,,"[u'402', u'400']",voice,[True],1425429386211,debug672C0D,2,"[u'singular', u'singular']","[u'45', u'44']","[[], []]","[u'fetapfa', u'fetab']",47,[u'static/images/stim/mushroom.png'],Which word is represented by this picture?,0,,[u'44'],[1],[u'fetab'],1425429385037,86,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1174
87,,"[u'402', u'400']",,,1425429386562,debug672C0D,2,,,,,46,[u'static/images/stim/mushroom.png'],fetab means: ,0,,,,,1425429386213,87,debugCW0X60:debugFVUTHZ,0,,,debugCW0X60,,,,,349
88,,"[u'402', u'400']",voice,[True],1425429387643,debug672C0D,2,"[u'plural', u'plural']","[u'124', u'125']","[[], []]","[u'fetapfa', u'fetab']",127,[u'static/images/stim/mushroom-pl.png'],Which word is represented by this picture?,0,,[u'124'],[0],[u'fetapfa'],1425429386564,88,debugCW0X60:debugFVUTHZ,0,,"[u'words1', u'words1']",debugCW0X60,,,,,1079
