,Alternates,BlockIDs,Condition,Correct,EndTime,HIT,Iteration,Number,OptionOrder,OptionResources,OptionTexts,PageID,PageResources,PageText,Permutation,Segment,SelectedID,SelectedPosition,SelectedText,StartTime,TrialNumber,UniqueID,Version,Violates,Wordbank,WorkerID,alternates,nasal_segment,segment,voice_segment,ReactionTime
10,,"[u'402', u'400']",nasal,[False],1425530758311,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'173', u'172']","[[], []]","[u'fangun', u'tinen']",175,[u'static/images/stim/brush.png'],Which word is represented by this picture?,0,,[u'173'],[0],[u'fangun'],1425530754825,10,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words2', u'words2']",A2B5GFYJGMOI36,,,,,3486
11,,"[u'402', u'400']",,,1425530759768,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,174,[u'static/images/stim/brush.png'],tinen means:,0,,,,,1425530758312,11,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,1456
12,,"[u'402', u'400']",nasal,[False],1425530764281,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'161', u'160']","[[], []]","[u'pitang', u'lobon']",163,[u'static/images/stim/racket.png'],Which word is represented by this picture?,0,,[u'161'],[0],[u'pitang'],1425530759770,12,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words2', u'words2']",A2B5GFYJGMOI36,,,,,4511
13,,"[u'402', u'400']",,,1425530765721,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,162,[u'static/images/stim/racket.png'],lobon means:,0,,,,,1425530764282,13,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,1439
14,,"[u'402', u'400']",nasal,[False],1425530769033,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'177', u'176']","[[], []]","[u'pitang', u'nangung']",179,[u'static/images/stim/turkey.png'],Which word is represented by this picture?,0,,[u'177'],[0],[u'pitang'],1425530765723,14,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words2', u'words2']",A2B5GFYJGMOI36,,,,,3310
15,,"[u'402', u'400']",,,1425530769953,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,178,[u'static/images/stim/turkey.png'],nangung means:,0,,,,,1425530769034,15,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,919
16,,"[u'402', u'400']",voice,[True],1425530773209,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'84', u'85']","[[], []]","[u'fetapfa', u'tamditfa']",87,[u'static/images/stim/table-pl.png'],Which word is represented by this picture?,0,,[u'84'],[0],[u'fetapfa'],1425530769954,16,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3255
17,,"[u'402', u'400']",,,1425530774777,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,86,[u'static/images/stim/table-pl.png'],fetapfa means:,0,,,,,1425530773210,17,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,1567
18,,"[u'402', u'400']",voice,[True],1425530776666,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'124', u'125']","[[], []]","[u'fetapfa', u'fetab']",127,[u'static/images/stim/table-pl.png'],Which word is represented by this picture?,0,,[u'124'],[0],[u'fetapfa'],1425530774780,18,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,1886
19,,"[u'402', u'400']",,,1425530777537,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,126,[u'static/images/stim/table-pl.png'],fetapfa means: ,0,,,,,1425530776667,19,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,870
20,,"[u'402', u'400']",voice,[True],1425530783442,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'121', u'120']","[[], []]","[u'bupfud', u'bupfutfa']",123,[u'static/images/stim/hourglass-pl.png'],Which word is represented by this picture?,0,,[u'120'],[1],[u'bupfutfa'],1425530777539,20,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,5903
21,,"[u'402', u'400']",,,1425530784130,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,122,[u'static/images/stim/hourglass-pl.png'],bupfutfa means: ,0,,,,,1425530783443,21,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,687
22,,"[u'402', u'400']",voice,[False],1425530790583,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'96', u'97']","[[], []]","[u'milotfa', u'ponepfa']",99,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,0,,[u'97'],[1],[u'ponepfa'],1425530784132,22,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,6451
23,,"[u'402', u'400']",,,1425530791447,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,98,[u'static/images/stim/tomato-pl.png'],milotfa means:,0,,,,,1425530790584,23,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,863
24,,"[u'402', u'400']",voice,[False],1425530794487,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'80', u'81']","[[], []]","[u'bupfutfa', u'tamditfa']",83,[u'static/images/stim/hourglass-pl.png'],Which word is represented by this picture?,0,,[u'81'],[1],[u'tamditfa'],1425530791449,24,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3038
25,,"[u'402', u'400']",,,1425530795255,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,82,[u'static/images/stim/hourglass-pl.png'],bupfutfa means:,0,,,,,1425530794488,25,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,767
26,,"[u'402', u'400']",voice,[True],1425530798671,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'57', u'56']","[[], []]","[u'milotfa', u'milod']",59,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'56'],[1],[u'milod'],1425530795257,26,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3414
27,,"[u'402', u'400']",,,1425530799263,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,58,[u'static/images/stim/tomato.png'],milod means: ,0,,,,,1425530798672,27,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,591
28,,"[u'402', u'400']",voice,[True],1425530800936,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'17', u'16']","[[], []]","[u'lispeb', u'milod']",19,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'16'],[1],[u'milod'],1425530799265,28,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,1671
29,,"[u'402', u'400']",,,1425530801639,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,18,[u'static/images/stim/tomato.png'],milod means:,0,,,,,1425530800937,29,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,702
30,,"[u'402', u'400']",voice,[True],1425530805392,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'5', u'4']","[[], []]","[u'milod', u'fetab']",7,[u'static/images/stim/table.png'],Which word is represented by this picture?,0,,[u'4'],[1],[u'fetab'],1425530801641,30,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3751
31,,"[u'402', u'400']",,,1425530806111,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,6,[u'static/images/stim/table.png'],fetab means:,0,,,,,1425530805393,31,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,718
32,,"[u'402', u'400']",voice,[True],1425530808992,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'44', u'45']","[[], []]","[u'fetab', u'fetapfa']",47,[u'static/images/stim/table.png'],Which word is represented by this picture?,0,,[u'44'],[0],[u'fetab'],1425530806112,32,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,2880
33,,"[u'402', u'400']",,,1425530809680,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,46,[u'static/images/stim/table.png'],fetab means: ,0,,,,,1425530808993,33,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,687
34,,"[u'402', u'400']",both,[True],1425530814490,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'325', u'324']","[[], []]","[u'pufsit', u'labap']",327,[u'static/images/stim/safe.png'],Which word is represented by this picture?,0,,[u'324'],[1],[u'labap'],1425530809682,34,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'common_words', u'common_words']",A2B5GFYJGMOI36,,,,,4808
35,,"[u'402', u'400']",,,1425530815314,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,326,[u'static/images/stim/safe.png'],labap means:,0,,,,,1425530814491,35,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,823
36,,"[u'402', u'400']",voice,[False],1425530820843,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'8', u'9']","[[], []]","[u'poneb', u'sangod']",11,[u'static/images/stim/house.png'],Which word is represented by this picture?,0,,[u'9'],[1],[u'sangod'],1425530815316,36,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,5527
37,,"[u'402', u'400']",,,1425530821611,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,10,[u'static/images/stim/house.png'],poneb means:,0,,,,,1425530820844,37,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,767
38,,"[u'402', u'400']",both,[True],1425530825775,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'320', u'321']","[[], []]","[u'pufsit', u'nimol']",323,[u'static/images/stim/knife.png'],Which word is represented by this picture?,0,,[u'320'],[0],[u'pufsit'],1425530821613,38,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'common_words', u'common_words']",A2B5GFYJGMOI36,,,,,4162
39,,"[u'402', u'400']",,,1425530827703,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,322,[u'static/images/stim/knife.png'],pufsit means:,0,,,,,1425530825776,39,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,1927
40,,"[u'402', u'400']",voice,[True],1425530830727,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'136', u'137']","[[], []]","[u'milotfa', u'milod']",139,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,0,,[u'136'],[0],[u'milotfa'],1425530827704,40,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3023
41,,"[u'402', u'400']",,,1425530831375,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,138,[u'static/images/stim/tomato-pl.png'],milotfa means: ,0,,,,,1425530830728,41,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,647
42,,"[u'402', u'400']",voice,[True],1425530835375,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'89', u'88']","[[], []]","[u'lispepfa', u'ponepfa']",91,[u'static/images/stim/house-pl.png'],Which word is represented by this picture?,0,,[u'88'],[1],[u'ponepfa'],1425530831377,42,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3998
43,,"[u'402', u'400']",,,1425530836039,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,90,[u'static/images/stim/house-pl.png'],ponepfa means:,0,,,,,1425530835376,43,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,663
44,,"[u'402', u'400']",voice,[True],1425530838847,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'49', u'48']","[[], []]","[u'ponepfa', u'poneb']",51,[u'static/images/stim/house.png'],Which word is represented by this picture?,0,,[u'48'],[1],[u'poneb'],1425530836043,44,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,2804
45,,"[u'402', u'400']",,,1425530839567,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,50,[u'static/images/stim/house.png'],poneb means: ,0,,,,,1425530838848,45,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,719
46,,"[u'402', u'400']",voice,[True],1425530842880,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'93', u'92']","[[], []]","[u'dungipfa', u'sobutfa']",95,[u'static/images/stim/hamster-pl.png'],Which word is represented by this picture?,0,,[u'92'],[1],[u'sobutfa'],1425530839569,46,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3311
47,,"[u'402', u'400']",,,1425530843584,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,94,[u'static/images/stim/hamster-pl.png'],sobutfa means:,0,,,,,1425530842881,47,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,703
48,,"[u'402', u'400']",nasal,[True],1425530848183,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'168', u'169']","[[], []]","[u'buspang', u'fangun']",171,[u'static/images/stim/hippopotamus.png'],Which word is represented by this picture?,0,,[u'168'],[0],[u'buspang'],1425530843585,48,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words2', u'words2']",A2B5GFYJGMOI36,,,,,4598
49,,"[u'402', u'400']",,,1425530848816,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,170,[u'static/images/stim/hippopotamus.png'],buspang means:,0,,,,,1425530848184,49,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,632
50,,"[u'402', u'400']",voice,[True],1425530851888,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'12', u'13']","[[], []]","[u'sobud', u'sangod']",15,[u'static/images/stim/hamster.png'],Which word is represented by this picture?,0,,[u'12'],[0],[u'sobud'],1425530848817,50,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3071
51,,"[u'402', u'400']",,,1425530852696,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,14,[u'static/images/stim/hamster.png'],sobud means:,0,,,,,1425530851889,51,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,807
52,,"[u'402', u'400']",voice,[True],1425530854720,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'plural', u'plural']","[u'128', u'129']","[[], []]","[u'ponepfa', u'poneb']",131,[u'static/images/stim/house-pl.png'],Which word is represented by this picture?,0,,[u'128'],[0],[u'ponepfa'],1425530852697,52,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,2023
53,,"[u'402', u'400']",,,1425530855520,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,130,[u'static/images/stim/house-pl.png'],ponepfa means: ,0,,,,,1425530854721,53,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,799
54,,"[u'402', u'400']",nasal,[True],1425530863426,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,"[u'singular', u'singular']","[u'165', u'164']","[[], []]","[u'tinen', u'mepfing']",167,[u'static/images/stim/envelope.png'],Which word is represented by this picture?,0,,[u'164'],[1],[u'mepfing'],1425530855522,54,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words2', u'words2']",A2B5GFYJGMOI36,,,,,7904
55,,"[u'402', u'400']",,,1425530864698,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,1,,,,,166,[u'static/images/stim/envelope.png'],mepfing means:,0,,,,,1425530863427,55,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,1271
56,,"[u'402', u'400']",nasal,[True],1425530866722,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,"[u'singular', u'singular']","[u'165', u'164']","[[], []]","[u'tinen', u'mepfing']",167,[u'static/images/stim/envelope.png'],Which word is represented by this picture?,0,,[u'164'],[1],[u'mepfing'],1425530864701,56,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words2', u'words2']",A2B5GFYJGMOI36,,,,,2021
57,,"[u'402', u'400']",,,1425530867418,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,,,,,166,[u'static/images/stim/envelope.png'],mepfing means:,0,,,,,1425530866723,57,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,695
58,,"[u'402', u'400']",voice,[True],1425530872372,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,"[u'singular', u'singular']","[u'4', u'5']","[[], []]","[u'fetab', u'milod']",7,[u'static/images/stim/table.png'],Which word is represented by this picture?,0,,[u'4'],[0],[u'fetab'],1425530867419,58,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,4953
59,,"[u'402', u'400']",,,1425530872924,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,,,,,6,[u'static/images/stim/table.png'],fetab means:,0,,,,,1425530872372,59,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,552
60,,"[u'402', u'400']",voice,[True],1425530876172,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,"[u'plural', u'plural']","[u'129', u'128']","[[], []]","[u'poneb', u'ponepfa']",131,[u'static/images/stim/house-pl.png'],Which word is represented by this picture?,0,,[u'128'],[1],[u'ponepfa'],1425530872925,60,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,3247
61,,"[u'402', u'400']",,,1425530876988,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,,,,,130,[u'static/images/stim/house-pl.png'],ponepfa means: ,0,,,,,1425530876173,61,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,815
62,,"[u'402', u'400']",voice,[True],1425530882298,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,"[u'plural', u'plural']","[u'120', u'121']","[[], []]","[u'bupfutfa', u'bupfud']",123,[u'static/images/stim/hourglass-pl.png'],Which word is represented by this picture?,0,,[u'120'],[0],[u'bupfutfa'],1425530876989,62,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,5309
63,,"[u'402', u'400']",,,1425530882946,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,,,,,122,[u'static/images/stim/hourglass-pl.png'],bupfutfa means: ,0,,,,,1425530882299,63,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,647
64,,"[u'402', u'400']",voice,[True],1425530885722,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,"[u'singular', u'singular']","[u'57', u'56']","[[], []]","[u'milotfa', u'milod']",59,[u'static/images/stim/tomato.png'],Which word is represented by this picture?,0,,[u'56'],[1],[u'milod'],1425530882948,64,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,2774
65,,"[u'402', u'400']",,,1425530886233,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,,,,,58,[u'static/images/stim/tomato.png'],milod means: ,0,,,,,1425530885722,65,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,,A2B5GFYJGMOI36,,,,,511
66,,"[u'402', u'400']",voice,[True],1425530890474,35ZRNT9RUIYAE1LIY6XYACVND1SO3W,2,"[u'singular', u'singular']","[u'41', u'40']","[[], []]","[u'bupfutfa', u'bupfud']",43,[u'static/images/stim/hourglass.png'],Which word is represented by this picture?,0,,[u'40'],[1],[u'bupfud'],1425530886235,66,A2B5GFYJGMOI36:3H7Z272LX77B2PL29FJFKIPC17FLP2,0,,"[u'words1', u'words1']",A2B5GFYJGMOI36,,,,,4239
