,PageID,PageText,BlockIDs,StartTime,EndTime,Iteration,Condition,SelectedID,SelectedText,Correct,OptionOrder,SelectedPosition,UniqueID,TrialNumber,Version,Permutation,HIT,WorkerID,ReactionTime
48,203,Which word is represented by this picture?,"[u'261', u'260']",1422936332871,1422936334811,1,2,[u'200'],[u'lilanfa'],[True],"[u'201', u'200']",[1],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,48,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1940
49,202,lilanfa means:,"[u'261', u'260']",1422936334812,1422936335171,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,49,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,359
50,251,Which word is represented by this picture?,"[u'261', u'260']",1422936335173,1422936336690,1,both,[u'248'],[u'gikemfa'],[True],"[u'248', u'249']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,50,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1517
51,250,gikemfa means: ,"[u'261', u'260']",1422936336691,1422936337067,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,51,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,376
52,151,Which word is represented by this picture?,"[u'261', u'260']",1422936337070,1422936339227,1,both,[u'148'],[u'peguk'],[True],"[u'149', u'148']",[1],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,52,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,2157
53,150,peguk means:,"[u'261', u'260']",1422936339230,1422936339603,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,53,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,373
54,215,Which word is represented by this picture?,"[u'261', u'260']",1422936339605,1422936341378,1,both,[u'212'],[u'pegukfa'],[True],"[u'212', u'213']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,54,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1773
55,214,pegukfa means:,"[u'261', u'260']",1422936341380,1422936341739,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,55,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,359
56,199,Which word is represented by this picture?,"[u'261', u'260']",1422936341742,1422936343011,1,2,[u'196'],[u'bubapfa'],[True],"[u'197', u'196']",[1],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,56,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1269
57,198,bubapfa means:,"[u'261', u'260']",1422936343013,1422936343362,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,57,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,349
58,155,Which word is represented by this picture?,"[u'261', u'260']",1422936343365,1422936345337,1,both,[u'152'],[u'gikem'],[True],"[u'153', u'152']",[1],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,58,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1972
59,154,gikem means:,"[u'261', u'260']",1422936345339,1422936345738,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,59,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,399
60,179,Which word is represented by this picture?,"[u'261', u'260']",1422936345740,1422936347194,1,both,[u'176'],[u'nodol'],[True],"[u'177', u'176']",[1],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,60,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1454
61,178,nodol means: ,"[u'261', u'260']",1422936347195,1422936347595,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,61,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,400
62,191,Which word is represented by this picture?,"[u'261', u'260']",1422936347600,1422936349105,1,both,[u'188'],[u'kanit'],[True],"[u'188', u'189']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,62,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1505
63,190,kanit means: ,"[u'261', u'260']",1422936349106,1422936349466,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,63,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,360
64,235,Which word is represented by this picture?,"[u'261', u'260']",1422936349471,1422936350722,1,2,[u'232'],[u'lilanfa'],[True],"[u'233', u'232']",[1],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,64,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,1251
65,234,lilanfa means: ,"[u'261', u'260']",1422936350725,1422936351082,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,65,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,357
66,342,"In this part of the experiment, you will see pairs of new words.
Based on how each word sounds, decide which one is more likely to belong to the
language you just learned.",[u'343'],1422936351084,1422936352034,1,,,,,,,A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,66,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,950
67,267,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936352037,1422936352554,1,,[u'265'],[u'nidfig'],[None],"[u'265', u'266']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,67,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,517
68,276,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936352557,1422936352866,1,,[u'274'],[u'mengfod'],[None],"[u'274', u'275']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,68,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,309
69,336,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936352868,1422936353138,1,,[u'335'],[u''],[None],"[u'335', u'334']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,69,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,270
70,264,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936353140,1422936353410,1,,[u'262'],[u'labfub'],[None],"[u'262', u'263']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,70,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,270
71,279,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936353412,1422936353674,1,,[u'278'],[u''],[None],"[u'278', u'277']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,71,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,262
72,282,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936353677,1422936353945,1,,[u'280'],[u'bifit'],[None],"[u'280', u'281']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,72,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,268
73,324,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936353947,1422936354369,1,,[u'322'],[u'kofop'],[None],"[u'322', u'323']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,73,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,422
74,315,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936354371,1422936354681,1,,[u'313'],[u'gifak'],[None],"[u'313', u'314']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,74,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,310
75,333,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936354683,1422936354978,1,,[u'331'],[u'pafum'],[None],"[u'331', u'332']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,75,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,295
76,294,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936354980,1422936355250,1,,[u'293'],[u''],[None],"[u'293', u'292']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,76,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,270
77,303,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936355252,1422936355515,1,,[u'301'],[u'mefim'],[None],"[u'301', u'302']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,77,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,263
78,288,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936355517,1422936355866,1,,[u'286'],[u'fefam'],[None],"[u'286', u'287']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,78,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,349
79,306,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936355869,1422936356202,1,,[u'304'],[u'difal'],[None],"[u'304', u'305']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,79,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,333
80,318,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936356206,1422936356498,1,,[u'317'],[u''],[None],"[u'317', u'316']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,80,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,292
81,285,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936356500,1422936356857,1,,[u'283'],[u'kafek'],[None],"[u'283', u'284']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,81,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,357
82,309,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936356859,1422936357274,1,,[u'308'],[u''],[None],"[u'308', u'307']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,82,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,415
83,330,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936357276,1422936357578,1,,[u'329'],[u''],[None],"[u'329', u'328']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,83,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,302
84,327,"Which of these two words is more likely to be a word of the
language you just learned?",[u'337'],1422936357582,1422936357921,1,,[u'326'],[u''],[None],"[u'326', u'325']",[0],A2LD8A4LBTYELX:3FFJ6VRIL1O6O79C7R7CD1WCCSF0IW,84,0,1,3TX9T2ZCB91J431DAZJHV7DNU58WZ6,A2LD8A4LBTYELX,339
