,BlockIDs,Condition,Correct,EndTime,HIT,Iteration,OptionOrder,OptionResources,OptionTexts,PageID,PageResources,PageText,Permutation,SelectedID,SelectedPosition,SelectedText,StartTime,TrialNumber,UniqueID,Version,WorkerID,ReactionTime
38,"[u'261', u'259']",both,[True],1423171415709,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'140', u'141']","[[], []]","[u'kanit', u'gikem']",143,[u'static/images/stim/window.png'],Which word is represented by this picture?,1,[u'140'],[0],[u'kanit'],1423171414081,38,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1628
39,"[u'261', u'259']",,,1423171416118,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,142,[u'static/images/stim/window.png'],kanit means:,1,,,,1423171415711,39,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,407
40,"[u'261', u'259']",2,[False],1423171417557,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'164', u'165']","[[], []]","[u'gikem', u'gikemfa']",167,[u'static/images/stim/unicorn.png'],Which word is represented by this picture?,1,[u'165'],[1],[u'gikemfa'],1423171416121,40,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1436
41,"[u'261', u'259']",,,1423171419549,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,166,[u'static/images/stim/unicorn.png'],gikem means: ,1,,,,1423171417559,41,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1990
42,"[u'261', u'259']",both,[True],1423171421733,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'184', u'185']","[[], []]","[u'bubap', u'bubapfa']",187,[u'static/images/stim/ostrich.png'],Which word is represented by this picture?,1,[u'184'],[0],[u'bubap'],1423171419551,42,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,2182
43,"[u'261', u'259']",,,1423171422061,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,186,[u'static/images/stim/ostrich.png'],bubap means: ,1,,,,1423171421735,43,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,326
44,"[u'261', u'259']",both,[True],1423171423605,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'157', u'156']","[[], []]","[u'guton', u'lilan']",159,[u'static/images/stim/icecream.png'],Which word is represented by this picture?,1,[u'156'],[1],[u'lilan'],1423171422064,44,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1541
45,"[u'261', u'259']",,,1423171424020,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,158,[u'static/images/stim/icecream.png'],lilan means:,1,,,,1423171423609,45,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,411
46,"[u'261', u'259']",both,[True],1423171425365,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'209', u'208']","[[], []]","[u'belingfa', u'nodolfa']",211,[u'static/images/stim/hippopotamus-pl.png'],Which word is represented by this picture?,1,[u'208'],[1],[u'nodolfa'],1423171424022,46,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1343
47,"[u'261', u'259']",,,1423171425765,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,210,[u'static/images/stim/hippopotamus-pl.png'],nodolfa means:,1,,,,1423171425366,47,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,399
48,"[u'261', u'259']",both,[True],1423171426948,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'240', u'241']","[[], []]","[u'nodolfa', u'nodol']",243,[u'static/images/stim/hippopotamus-pl.png'],Which word is represented by this picture?,1,[u'240'],[0],[u'nodolfa'],1423171425768,48,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1180
49,"[u'261', u'259']",,,1423171427317,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,242,[u'static/images/stim/hippopotamus-pl.png'],nodolfa means: ,1,,,,1423171426949,49,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,368
50,"[u'261', u'259']",both,[True],1423171428454,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'145', u'144']","[[], []]","[u'lilan', u'nodol']",147,[u'static/images/stim/hippopotamus.png'],Which word is represented by this picture?,1,[u'144'],[1],[u'nodol'],1423171427320,50,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1134
51,"[u'261', u'259']",,,1423171428837,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,146,[u'static/images/stim/hippopotamus.png'],nodol means:,1,,,,1423171428457,51,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,380
52,"[u'261', u'259']",2,[True],1423171430179,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'229', u'228']","[[], []]","[u'gikem', u'gikemfa']",231,[u'static/images/stim/unicorn-pl.png'],Which word is represented by this picture?,1,[u'228'],[1],[u'gikemfa'],1423171428840,52,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1339
53,"[u'261', u'259']",,,1423171430540,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,230,[u'static/images/stim/unicorn-pl.png'],gikemfa means: ,1,,,,1423171430181,53,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,359
54,"[u'261', u'259']",both,[True],1423171431731,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'189', u'188']","[[], []]","[u'lilanfa', u'lilan']",191,[u'static/images/stim/icecream.png'],Which word is represented by this picture?,1,[u'188'],[1],[u'lilan'],1423171430543,54,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1188
55,"[u'261', u'259']",,,1423171432101,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,190,[u'static/images/stim/icecream.png'],lilan means: ,1,,,,1423171431732,55,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,369
56,"[u'261', u'259']",2,[True],1423171433403,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'133', u'132']","[[], []]","[u'bubap', u'gikem']",135,[u'static/images/stim/unicorn.png'],Which word is represented by this picture?,1,[u'132'],[1],[u'gikem'],1423171432104,56,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1299
57,"[u'261', u'259']",,,1423171433771,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,134,[u'static/images/stim/unicorn.png'],gikem means:,1,,,,1423171433405,57,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,366
58,"[u'261', u'259']",2,[True],1423171434876,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'225', u'224']","[[], []]","[u'beling', u'belingfa']",227,[u'static/images/stim/flower-pl.png'],Which word is represented by this picture?,1,[u'224'],[1],[u'belingfa'],1423171433773,58,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1103
59,"[u'261', u'259']",,,1423171435260,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,226,[u'static/images/stim/flower-pl.png'],belingfa means: ,1,,,,1423171434879,59,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,381
60,"[u'261', u'259']",both,[False],1423171437211,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'217', u'216']","[[], []]","[u'gikemfa', u'bubapfa']",219,[u'static/images/stim/ostrich-pl.png'],Which word is represented by this picture?,1,[u'217'],[0],[u'gikemfa'],1423171435262,60,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1949
61,"[u'261', u'259']",,,1423171438004,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,218,[u'static/images/stim/ostrich-pl.png'],bubapfa means:,1,,,,1423171437212,61,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,792
62,"[u'261', u'259']",both,[True],1423171438908,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'152', u'153']","[[], []]","[u'bubap', u'kanit']",155,[u'static/images/stim/ostrich.png'],Which word is represented by this picture?,1,[u'152'],[0],[u'bubap'],1423171438006,62,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,902
63,"[u'261', u'259']",,,1423171439276,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,154,[u'static/images/stim/ostrich.png'],bubap means:,1,,,,1423171438910,63,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,366
64,"[u'261', u'259']",2,[True],1423171440796,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,"[u'197', u'196']","[[], []]","[u'bubapfa', u'gikemfa']",199,[u'static/images/stim/unicorn-pl.png'],Which word is represented by this picture?,1,[u'196'],[1],[u'gikemfa'],1423171439279,64,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1517
65,"[u'261', u'259']",,,1423171441100,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,2,,,,198,[u'static/images/stim/unicorn-pl.png'],gikemfa means:,1,,,,1423171440798,65,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,302
66,"[u'261', u'260']",both,[True],1423171443155,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'173', u'172']","[[], []]","[u'kanitfa', u'kanit']",175,[u'static/images/stim/window.png'],Which word is represented by this picture?,1,[u'172'],[1],[u'kanit'],1423171441103,66,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,2052
67,"[u'261', u'260']",,,1423171443547,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,174,[u'static/images/stim/window.png'],kanit means: ,1,,,,1423171443156,67,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,391
68,"[u'261', u'260']",both,[True],1423171457043,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'148', u'149']","[[], []]","[u'guton', u'peguk']",151,[u'static/images/stim/egg.png'],Which word is represented by this picture?,1,[u'148'],[0],[u'guton'],1423171443549,68,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,13494
69,"[u'261', u'260']",,,1423171457549,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,150,[u'static/images/stim/egg.png'],guton means:,1,,,,1423171457045,69,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,504
70,"[u'261', u'260']",both,[True],1423171459252,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'252', u'253']","[[], []]","[u'lilanfa', u'lilan']",255,[u'static/images/stim/icecream-pl.png'],Which word is represented by this picture?,1,[u'252'],[0],[u'lilanfa'],1423171457552,70,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1700
71,"[u'261', u'260']",,,1423171459595,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,254,[u'static/images/stim/icecream-pl.png'],lilanfa means: ,1,,,,1423171459254,71,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,341
72,"[u'261', u'260']",2,[True],1423171466659,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'136', u'137']","[[], []]","[u'peguk', u'kanit']",139,[u'static/images/stim/turkey.png'],Which word is represented by this picture?,1,[u'136'],[0],[u'peguk'],1423171459597,72,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,7062
